loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defectd
121,19,0.25,2.4,7,32,9,4,1,118,15,6,152,26,23,137,31,53,144,98,12,1
702,20,0.18,4.3,7,84,7,5,0.5,102,9,7,286,21,62,375,33,55,86,72,5,1
667,25,0.15,2.5,7,50,5,4,0.8,128,11,9,328,34,55,164,17,51,72,95,8,1
335,17,0.48,3.2,6,110,8,2,0.6,66,14,5,195,20,69,104,17,59,132,69,8,1
702,12,0.2,4.7,4,111,7,4,0.8,75,12,6,381,43,63,225,16,46,146,73,18,1
325,30,0.16,4.4,2,76,10,4,0.8,147,7,9,88,32,55,180,19,59,128,82,6,1
107,46,0.36,3.9,6,94,6,4,1,107,11,9,349,39,38,191,22,50,146,99,7,1
172,18,0.14,3.6,5,89,5,2,0.5,90,6,7,300,25,43,488,27,28,84,91,18,1
824,38,0.25,5.5,6,57,9,4,0.6,44,9,8,381,38,74,202,32,31,112,91,6,1
746,26,0.24,4.6,7,78,10,3,0.9,97,7,10,211,30,96,444,15,42,85,46,15,1
160,33,0.46,5,4,32,5,3,0.8,127,9,9,197,35,64,422,32,31,114,73,16,1
334,21,0.45,2.4,5,97,10,3,0.9,51,9,6,350,42,79,436,27,47,137,86,14,1
169,23,0.45,5.2,2,37,4,4,0.5,98,13,5,178,27,61,351,32,25,66,59,16,1
132,45,0.13,3.7,3,77,7,5,0.9,136,8,7,329,36,75,134,28,35,149,62,19,1
980,12,0.22,4.8,7,75,4,2,0.8,133,14,6,208,48,61,254,19,58,79,61,15,1
438,30,0.43,2.4,4,98,10,3,0.8,102,9,8,101,35,81,175,34,34,142,64,19,1
172,32,0.32,4,4,47,5,3,0.8,80,6,9,160,18,62,377,33,27,124,68,7,1
626,19,0.12,3.6,2,116,4,3,0.6,77,12,9,266,32,92,325,30,56,65,49,6,1
343,33,0.49,5.6,6,47,9,4,1,86,10,7,247,15,69,499,27,31,97,74,6,1
385,38,0.44,4.6,6,83,8,2,1,139,12,5,168,21,55,328,17,36,131,84,12,1
785,44,0.13,4.2,3,48,8,2,1,140,7,9,352,14,94,248,25,30,94,76,6,1
597,20,0.23,5.8,7,55,5,5,0.8,42,8,9,218,43,60,495,29,30,105,66,12,1
319,44,0.22,3.6,7,120,8,4,0.6,102,5,8,96,13,25,364,24,51,128,86,18,1
652,29,0.3,2.9,3,115,7,5,0.5,121,13,8,109,19,29,366,22,31,89,71,14,1
235,17,0.1,4.2,2,40,9,3,1,133,14,9,193,28,88,135,25,27,86,82,18,1
840,11,0.14,5.6,6,82,8,5,1,86,11,5,264,10,62,294,28,56,135,52,20,1
684,35,0.4,4.7,3,88,9,3,0.7,130,6,9,191,30,51,207,19,38,105,40,5,1
690,41,0.32,2.1,6,77,9,2,0.8,90,15,9,152,14,87,127,24,47,123,74,17,1
584,19,0.12,4.9,2,32,9,4,0.5,104,7,8,216,37,81,399,17,35,111,70,13,1
348,39,0.3,3.6,2,38,7,4,0.9,124,15,7,225,20,46,103,35,38,132,90,7,1
903,30,0.35,5.1,5,40,8,5,0.6,94,11,10,243,28,81,174,34,32,87,67,10,1
584,19,0.25,4.6,6,77,6,2,0.7,110,14,9,304,25,69,441,16,53,118,89,11,1
926,10,0.28,3.8,7,55,5,5,0.5,43,9,8,289,19,47,336,15,52,94,76,7,1
516,44,0.23,3.6,3,47,9,2,0.8,77,9,7,336,39,78,440,26,41,135,51,18,1
294,42,0.35,4.4,4,111,9,4,1,139,11,10,352,16,98,212,20,43,145,51,15,1
196,31,0.24,2.7,5,87,7,3,1,102,10,8,206,48,83,393,18,58,101,69,9,1
199,28,0.23,3.7,5,33,7,4,0.7,103,10,8,187,33,61,395,16,29,136,99,13,1
774,40,0.25,3.8,6,57,6,2,0.9,129,6,7,244,48,85,271,24,53,111,77,12,1
541,28,0.42,5.3,2,68,4,5,0.9,113,12,9,127,22,78,290,25,59,67,86,19,1
462,46,0.33,4.1,3,42,6,4,0.6,46,8,6,280,18,46,483,16,55,140,84,14,1
533,19,0.45,4.3,7,66,5,3,0.7,139,12,7,283,45,65,358,27,47,89,72,18,1
520,46,0.4,4.8,3,86,7,2,0.9,131,7,6,99,17,40,475,30,46,133,81,7,1
578,38,0.27,3.8,5,91,9,5,0.9,47,8,6,335,46,79,282,23,47,134,42,5,1
984,31,0.31,3.6,5,73,7,3,0.9,51,9,9,325,11,97,237,25,31,117,64,5,1
846,17,0.37,5.8,6,78,10,5,0.9,143,7,7,176,27,57,142,32,48,95,95,13,1
155,40,0.32,6,3,119,5,2,0.9,120,15,8,347,35,27,168,19,47,142,92,13,1
789,12,0.4,3.3,7,99,4,2,0.6,64,8,10,299,36,97,437,29,30,120,70,6,1
769,18,0.3,2.7,6,95,9,4,0.6,111,13,5,281,13,82,136,23,27,112,100,5,1
761,45,0.5,5.7,6,119,8,4,0.8,141,7,6,312,19,23,123,20,49,133,65,14,1
200,17,0.16,4.4,2,116,7,5,0.5,128,8,5,178,42,98,148,34,54,83,48,13,1
162,29,0.43,5.6,2,83,10,3,0.9,108,13,10,317,40,22,320,23,51,148,75,8,1
512,11,0.23,4.2,7,57,9,2,0.9,86,14,6,342,47,89,436,26,25,65,66,5,1
845,35,0.39,4.4,3,92,6,4,0.8,113,7,6,353,11,47,153,30,52,133,87,8,1
447,49,0.39,3.9,3,41,4,5,0.9,96,10,10,289,19,68,311,20,32,111,82,18,1
919,24,0.35,4.3,2,60,10,5,0.8,126,11,8,358,24,41,363,34,33,87,83,12,1
982,38,0.16,3,2,86,7,2,1,109,10,5,277,17,82,431,20,40,92,84,6,1
211,32,0.4,3.3,5,105,7,3,0.5,98,13,5,311,26,67,355,30,32,116,45,16,1
354,15,0.18,4.1,3,105,8,5,0.6,49,9,5,134,46,57,473,26,56,92,90,15,1
296,30,0.35,2.5,2,98,8,4,0.5,114,11,9,388,48,45,299,31,37,81,46,15,1
294,13,0.21,3.4,6,90,4,2,0.5,149,11,6,313,33,57,459,20,54,142,49,14,1
649,48,0.19,3.9,4,31,9,5,0.6,51,8,10,133,16,66,230,15,51,123,51,8,1
559,22,0.12,3.9,3,97,9,4,0.7,71,12,10,178,39,51,226,19,25,79,78,14,1
243,47,0.1,3.7,2,33,5,4,0.5,119,11,6,174,40,97,342,24,55,64,48,7,1
532,43,0.15,5.9,2,118,9,4,0.9,63,13,7,86,32,78,221,18,55,73,46,16,1
287,24,0.27,5.3,7,72,8,3,0.8,48,7,8,390,34,40,388,15,52,74,86,13,1
385,27,0.18,3.5,3,61,6,5,0.7,55,13,6,154,33,77,137,16,41,105,76,18,1
573,22,0.42,2.1,3,94,10,5,0.9,102,12,8,198,40,82,362,27,49,88,51,9,1
355,11,0.45,5.4,6,53,9,2,0.8,47,9,10,174,11,99,247,22,55,111,66,12,1
995,15,0.27,5.6,2,99,7,5,0.8,134,15,10,290,18,92,419,25,56,70,76,6,1
177,44,0.33,3.5,4,104,8,5,1,81,7,10,330,25,66,246,35,53,63,98,13,1
553,38,0.5,5,3,100,6,2,0.9,114,15,6,322,15,89,263,20,44,68,82,11,1
927,15,0.18,2.1,3,39,8,5,0.8,147,10,9,168,35,88,322,24,28,63,57,19,1
982,42,0.5,2.1,2,52,10,4,0.8,77,14,6,162,20,51,386,24,56,86,96,10,1
976,35,0.17,2.3,3,120,6,2,0.7,89,9,6,325,44,50,393,31,36,134,92,18,1
663,22,0.11,4.8,3,49,6,2,0.7,88,8,7,285,24,76,452,19,41,102,87,12,1
200,41,0.39,5.7,5,113,4,5,0.7,115,12,10,334,21,41,446,35,44,146,63,5,1
151,30,0.41,2.5,7,58,7,4,0.9,89,8,5,155,49,70,395,35,60,149,62,16,1
767,48,0.19,3.8,7,114,6,4,0.5,53,10,5,194,44,31,370,30,57,115,45,8,1
653,48,0.47,5.6,3,108,10,5,0.9,144,14,9,161,24,93,370,22,25,80,62,15,1
956,42,0.17,5.1,7,79,8,3,0.6,73,15,6,189,16,54,376,29,34,127,89,10,1
115,13,0.37,3.3,2,72,5,3,0.8,125,6,6,165,21,70,247,18,54,112,67,14,1
195,33,0.15,4.2,4,87,5,2,0.7,100,13,8,373,25,95,331,15,27,143,97,13,1
871,35,0.37,2.8,2,118,4,5,0.7,114,6,10,83,31,80,432,26,60,121,73,9,1
969,19,0.42,2.3,6,76,10,5,0.5,145,10,5,316,45,90,415,19,55,116,75,18,1
342,37,0.24,5.3,6,54,4,4,0.6,98,13,9,252,32,32,474,32,50,71,86,13,1
270,33,0.39,4.4,3,112,4,4,0.6,125,5,8,301,18,57,428,22,57,104,88,11,1
516,34,0.25,5.8,2,92,6,4,1,112,13,10,350,13,68,416,29,54,98,91,15,1
597,33,0.29,3.4,3,79,7,5,0.6,65,9,8,139,44,51,270,24,31,136,82,9,1
592,10,0.48,3.6,5,64,10,4,0.9,105,14,10,364,14,77,480,29,59,74,43,8,1
318,28,0.33,5.2,2,66,9,5,0.7,114,15,10,367,14,25,236,26,39,78,41,8,1
985,32,0.32,4.1,3,72,9,5,0.8,57,15,5,116,47,78,227,18,30,124,46,13,1
510,32,0.46,3.8,3,44,8,2,1,90,15,6,371,39,48,406,30,27,111,70,16,1
160,29,0.4,4.6,2,50,6,5,0.5,116,14,5,261,49,28,178,28,42,100,61,14,1
268,38,0.35,5.4,6,110,6,2,0.7,74,9,5,245,40,67,163,34,37,115,68,11,1
488,45,0.23,3.2,6,71,4,4,0.9,107,12,7,321,31,23,357,24,40,147,83,5,1
102,15,0.16,3.7,5,79,5,4,0.9,51,11,6,308,11,71,428,18,27,144,90,5,1
499,23,0.37,2.2,5,49,7,3,0.9,68,15,10,224,41,33,317,29,38,120,67,17,1
371,38,0.39,4.6,3,51,9,4,1,125,11,8,215,30,84,112,15,32,87,74,7,1
902,36,0.31,5.1,2,49,10,4,0.8,71,15,5,306,45,37,229,20,56,127,42,9,1
903,38,0.21,2,2,31,5,5,0.7,133,7,9,277,11,21,500,17,52,106,78,15,1
565,28,0.34,4.4,3,99,4,4,0.6,87,12,5,389,42,95,199,35,30,84,67,18,1
392,20,0.46,3,6,114,8,3,0.6,56,8,9,291,33,27,178,27,27,86,83,16,1
533,37,0.19,4.4,4,56,4,3,0.9,115,13,9,131,48,88,258,25,35,69,83,17,1
813,36,0.11,4.6,6,65,7,5,0.7,125,12,6,399,48,95,455,25,35,88,90,15,1
848,18,0.29,4.1,2,82,9,4,0.9,85,7,5,99,40,36,269,23,59,116,50,8,1
902,47,0.23,3.8,3,62,9,4,1,134,9,7,132,25,52,439,29,38,122,94,18,1
669,48,0.3,5.3,2,116,9,2,0.8,149,13,6,293,33,39,373,21,60,82,68,16,1
777,15,0.3,4,7,64,10,2,0.8,145,13,10,391,45,78,186,23,43,80,60,5,1
835,19,0.39,4.6,5,46,4,4,0.6,75,11,6,169,43,83,447,26,59,112,69,8,1
598,23,0.26,6,5,105,9,5,0.7,120,8,8,118,18,79,302,25,38,88,85,14,1
258,29,0.48,4.5,7,102,5,4,0.8,47,10,10,92,27,90,358,20,58,60,61,15,1
294,40,0.22,4.6,4,117,10,3,0.9,120,15,8,392,50,30,231,32,45,84,50,5,1
403,43,0.45,5.1,5,79,7,5,0.9,124,14,7,355,28,33,371,25,34,136,68,8,1
322,31,0.14,4.4,6,45,5,5,0.8,43,7,6,203,16,79,100,35,39,90,83,18,1
159,14,0.16,2.1,7,56,5,2,0.6,84,7,5,110,37,44,267,21,43,92,79,9,1
693,47,0.19,2.4,7,96,5,2,0.7,135,6,6,385,40,83,243,21,39,61,42,11,1
853,34,0.41,5.5,2,37,9,4,0.8,77,11,9,153,18,29,438,27,59,119,54,9,1
655,15,0.45,3.4,2,87,6,5,1,82,14,7,228,47,43,224,33,48,87,89,8,1
162,10,0.2,2.1,7,39,9,3,0.8,69,8,8,262,42,48,281,21,49,122,48,18,1
865,36,0.46,4.6,2,101,4,5,0.6,43,8,10,103,14,88,473,23,33,87,83,19,1
421,50,0.47,3.6,7,116,8,5,0.7,79,12,9,82,24,50,462,18,49,146,78,14,1
158,27,0.38,4.5,2,78,6,2,0.6,57,10,7,237,49,94,144,31,59,103,92,12,1
151,36,0.3,4,7,35,10,2,0.7,53,15,6,398,27,33,268,24,58,125,84,18,1
698,21,0.27,2.7,6,85,5,4,0.9,76,15,6,285,12,85,128,30,50,89,98,19,1
588,45,0.26,5,7,102,5,3,0.9,132,8,5,352,31,20,161,15,38,131,47,18,1
614,39,0.33,2.1,7,105,8,5,0.7,132,11,7,328,24,86,479,28,42,140,98,18,1
973,46,0.22,4.6,2,113,9,3,0.6,70,6,10,106,32,27,158,28,52,146,81,8,1
643,18,0.2,4.4,5,55,4,2,0.6,144,9,10,347,39,54,461,21,30,107,76,11,1
261,22,0.35,2.6,5,107,7,2,0.8,50,8,6,373,21,71,202,24,41,83,78,7,1
158,21,0.48,2.7,4,106,10,4,1,128,7,5,197,18,32,184,33,46,94,85,9,1
620,34,0.37,2.9,3,63,6,4,0.8,93,11,8,302,30,99,341,32,37,61,45,16,1
182,28,0.41,2.8,3,73,7,5,0.7,135,14,8,130,38,100,423,23,28,114,67,5,1
971,45,0.47,4.4,4,39,4,3,1,92,14,7,281,28,94,404,32,33,79,78,18,0
290,41,0.12,5.3,4,34,5,2,0.8,84,10,10,144,19,26,175,26,40,93,72,14,0
170,12,0.26,4.5,6,79,9,5,0.8,54,8,7,163,22,62,374,17,44,100,85,12,0
709,29,0.27,2.1,3,114,4,4,0.9,111,12,10,164,35,100,192,28,47,74,43,10,0
169,47,0.27,2.7,4,97,10,5,0.8,115,11,7,309,38,27,283,21,56,99,69,5,0
791,29,0.49,2.2,3,55,7,2,0.9,115,13,7,107,33,64,141,32,54,130,41,16,0
982,41,0.23,5.1,6,96,9,5,0.9,138,13,10,103,42,46,190,15,42,64,44,9,0
340,45,0.25,4,5,49,10,5,1,119,15,5,170,11,75,280,23,56,114,52,17,0
513,39,0.22,2.8,2,108,5,4,1,72,7,10,286,32,70,144,15,53,129,82,13,0
222,24,0.29,5.8,4,48,10,3,0.8,43,9,8,127,30,59,350,29,43,78,73,12,0
683,11,0.5,5.2,2,39,8,3,0.5,65,5,10,301,20,43,189,35,36,144,60,16,0
352,10,0.47,5.1,4,78,8,3,0.9,90,14,7,303,12,76,371,16,41,104,67,18,0
692,19,0.26,5.6,4,48,7,5,0.8,124,15,6,372,26,82,202,29,47,107,42,9,0
708,26,0.19,4.6,7,104,4,4,0.8,145,6,5,259,16,55,474,35,27,149,47,5,0
140,29,0.27,3.7,5,96,9,4,0.6,133,14,8,189,47,40,222,33,50,77,60,8,0
734,50,0.19,3,4,78,9,3,0.9,73,9,9,232,39,29,280,22,54,96,74,19,0
183,50,0.2,5.2,5,31,6,3,0.8,45,15,8,193,47,64,354,28,29,124,67,18,0
529,40,0.42,3.8,6,69,8,3,0.8,57,6,9,172,41,36,374,33,56,112,78,10,0
773,17,0.23,3,2,118,6,3,0.8,114,7,10,398,30,39,493,26,29,76,69,14,0
697,28,0.34,5.8,2,53,9,2,0.9,109,7,6,253,39,94,237,20,31,90,66,13,0
678,36,0.34,4.9,5,92,6,4,0.8,145,14,5,111,36,95,193,23,36,107,58,7,0
635,21,0.44,3.2,7,94,6,3,0.6,51,10,5,279,10,62,251,19,40,138,50,14,0
423,41,0.14,2.1,2,77,6,3,0.8,95,9,7,212,17,78,373,24,53,88,78,20,0
367,25,0.13,5.2,7,119,10,4,1,104,12,8,280,14,40,338,18,39,138,100,18,0
309,11,0.39,4,7,93,5,4,0.6,102,5,7,92,10,28,152,18,32,66,43,19,0
785,17,0.16,5.1,6,43,4,4,0.6,146,8,6,94,42,71,279,22,58,126,76,15,0
833,27,0.27,2.4,5,37,4,3,0.5,145,9,7,126,33,26,435,18,53,105,91,14,0
421,41,0.46,4.6,2,61,7,3,1,111,15,8,269,19,30,150,27,32,147,63,15,0
344,14,0.47,3.1,3,83,9,2,0.6,121,13,7,261,44,85,319,17,30,85,76,11,0
371,48,0.42,3.6,5,113,6,5,0.9,67,14,10,140,14,27,470,35,26,101,41,7,0
505,33,0.38,4.7,3,54,10,5,0.5,67,14,9,283,46,41,488,26,47,122,50,18,0
234,47,0.16,4.4,6,111,6,5,0.5,63,8,6,303,28,32,160,20,42,72,52,20,0
787,40,0.12,5.6,3,31,10,4,0.9,88,6,8,83,34,33,352,34,58,97,40,9,0
760,46,0.29,4.7,2,76,9,3,0.9,60,14,7,322,50,88,138,34,38,62,60,7,0
407,37,0.11,5.6,4,78,10,4,0.8,55,7,9,171,30,35,253,32,30,64,71,10,0
568,26,0.22,3,2,106,7,5,0.6,42,11,10,355,48,48,382,22,35,132,54,18,0
423,50,0.44,4.9,2,72,9,5,0.7,42,9,6,370,29,61,212,27,34,108,80,14,0
869,40,0.37,4.2,6,113,7,2,0.7,68,14,9,354,10,56,389,20,53,97,45,12,0
174,17,0.47,4,3,113,7,2,1,125,14,10,278,19,84,341,25,55,120,66,5,0
109,33,0.38,2.8,7,83,6,2,0.6,149,7,9,246,14,38,121,15,60,97,61,6,0
569,42,0.37,4.6,7,52,4,2,0.8,109,13,8,342,34,46,260,28,58,89,89,18,0
736,46,0.14,3,7,70,9,3,0.8,83,14,8,196,14,72,190,30,29,149,71,11,0
676,11,0.17,3.5,6,110,6,2,0.6,105,13,9,104,27,47,209,28,48,94,81,9,0
202,26,0.22,3,2,34,7,2,0.7,118,7,5,381,50,26,376,25,58,73,63,12,0
175,20,0.14,4.9,6,117,10,2,0.9,74,6,5,343,25,32,495,26,59,117,58,13,0
650,47,0.5,3.1,7,104,10,2,0.8,100,12,8,194,40,93,106,16,25,74,89,9,0
318,13,0.13,4.6,3,79,9,3,0.6,56,9,10,303,11,71,263,21,49,87,52,16,0
618,19,0.12,5.6,4,108,10,3,0.9,112,9,6,295,46,52,307,22,38,119,100,7,0
371,30,0.1,5.9,7,68,10,5,0.7,55,14,5,235,16,38,202,24,39,118,86,11,0
235,39,0.47,4.7,7,39,6,5,0.9,147,9,5,127,21,64,298,28,58,85,52,18,0
457,18,0.42,3.7,6,47,10,5,0.7,82,10,8,292,33,98,178,34,48,76,63,20,0
170,32,0.46,5.7,7,57,4,2,1,87,14,10,271,34,85,315,23,47,107,93,16,0
1000,20,0.43,4.1,2,70,8,5,0.7,52,15,6,88,47,48,266,31,40,72,57,10,0
350,13,0.3,4.7,3,51,5,2,0.7,81,13,5,322,33,96,266,18,57,88,69,7,0
478,27,0.21,5.5,3,100,4,5,0.7,125,11,9,279,19,59,261,32,40,100,41,10,0
391,33,0.22,4,3,97,7,4,0.6,62,12,6,267,30,41,499,21,47,103,61,14,0
261,36,0.43,5.1,2,99,5,4,0.5,53,8,8,280,49,83,389,25,40,129,55,7,0
548,50,0.13,4.2,5,108,5,2,1,115,14,10,326,37,80,164,19,29,115,57,5,0
953,32,0.35,5.4,7,104,10,5,0.9,107,7,7,202,23,61,218,27,29,92,69,7,0
656,13,0.16,4.6,7,116,5,3,0.7,137,6,6,355,15,68,401,35,37,111,63,5,0
820,28,0.28,5.7,2,30,6,5,0.6,64,6,10,259,41,45,358,30,41,106,95,5,0
409,28,0.44,4.6,2,116,5,5,0.8,92,7,7,314,36,81,151,31,25,115,40,10,0
726,43,0.16,5.8,4,100,10,5,0.8,129,6,6,268,17,63,223,16,53,120,73,5,0
926,50,0.41,4.5,6,95,10,4,0.6,58,14,9,113,35,57,323,15,52,140,74,9,0
769,14,0.31,5.4,7,96,5,2,0.5,67,11,6,308,41,25,271,19,29,123,54,17,0
641,42,0.3,5.3,3,79,9,3,1,130,6,5,125,29,75,419,15,26,132,73,16,0
108,22,0.19,2.9,3,33,7,4,0.5,43,13,9,225,15,86,124,28,58,86,67,12,0
783,50,0.21,5.9,4,97,5,3,0.9,108,12,5,263,26,36,249,15,42,142,90,6,0
936,21,0.26,5.3,7,38,4,4,0.9,50,7,5,167,43,55,423,19,37,126,49,20,0
667,16,0.24,4.1,2,41,6,2,0.6,138,5,9,165,24,73,369,33,37,117,59,5,0
406,48,0.17,3,6,30,7,2,0.9,121,5,9,238,16,51,250,15,36,108,79,20,0
779,20,0.29,2.1,3,88,9,3,0.7,99,6,8,115,31,52,260,17,58,82,80,11,0
206,44,0.28,4.7,3,42,6,3,0.6,58,5,7,217,39,67,368,25,53,101,95,8,0
999,30,0.48,3.8,7,66,7,2,0.8,130,7,6,381,42,59,461,32,38,65,66,18,0
237,30,0.22,3.5,7,106,9,4,0.9,90,14,9,139,15,60,345,31,26,120,57,8,0
370,29,0.36,3.9,4,52,8,3,0.7,42,7,7,108,32,72,379,19,49,64,80,6,0
218,27,0.43,5.7,3,56,10,4,0.7,101,12,10,372,18,60,391,33,40,115,51,9,0
209,33,0.27,5.6,7,120,7,3,0.8,95,6,6,91,36,30,406,15,41,69,46,20,0
860,16,0.47,3.2,5,81,7,5,0.7,51,13,6,245,13,58,283,22,38,88,100,5,0
666,44,0.42,2.6,5,33,10,4,1,56,7,5,188,35,75,266,30,47,144,87,11,0
259,47,0.44,5.5,3,61,4,3,0.6,75,7,7,373,29,85,177,24,40,117,55,19,0
378,32,0.37,3.6,4,82,7,5,0.5,56,14,8,91,26,38,173,34,39,130,42,12,0
388,19,0.18,5.2,3,95,4,2,0.5,46,5,7,225,48,97,461,23,26,99,69,15,0
719,10,0.28,4.2,7,33,5,5,0.7,79,14,9,101,12,85,279,16,36,80,76,11,0
315,18,0.38,4.6,2,94,10,5,1,73,9,6,108,12,90,295,16,27,118,63,19,0
834,43,0.11,4.6,3,113,10,5,0.5,49,9,10,217,24,70,145,32,45,111,50,7,0
451,28,0.12,3.2,2,72,6,2,0.6,82,11,7,228,45,62,493,20,52,83,96,9,0
308,33,0.45,5.5,3,101,4,5,0.9,90,12,7,213,49,87,372,17,59,138,74,5,0
803,41,0.16,4.9,2,114,7,3,0.7,109,10,9,133,17,64,121,26,50,60,44,5,0
749,36,0.5,6,2,94,9,4,0.8,127,5,7,363,12,51,426,18,32,142,75,9,0
973,31,0.15,4.8,5,66,7,3,0.7,57,12,5,138,38,45,342,20,49,142,60,5,0
370,20,0.39,5.5,5,63,7,3,0.6,148,10,5,316,49,54,398,30,44,124,47,19,0
617,16,0.21,2.1,6,64,7,3,0.9,133,5,9,296,28,58,327,19,42,81,55,20,0
600,23,0.23,2.1,4,56,4,2,0.9,123,9,8,368,26,32,169,26,48,86,69,9,0
357,19,0.23,4.9,7,92,7,2,0.5,145,11,10,197,34,43,258,19,27,119,77,15,0
966,42,0.2,3.2,4,47,8,2,0.8,47,6,7,255,38,63,322,26,57,79,62,12,0
152,24,0.29,5.2,3,44,9,5,0.5,142,7,9,109,49,83,443,22,29,89,98,16,0
194,22,0.26,3.4,6,55,9,2,0.6,100,15,8,363,33,78,360,24,32,107,94,18,0
749,45,0.47,4.9,7,52,6,2,0.8,59,7,10,191,49,99,390,35,51,137,73,15,0
533,49,0.37,4.4,3,85,4,5,0.7,101,9,8,320,37,35,368,28,35,134,65,5,0
949,43,0.37,4.1,3,120,8,5,0.5,126,12,10,96,15,32,258,30,54,115,83,8,0
383,44,0.39,3.6,5,93,6,4,0.9,116,6,10,104,29,92,488,21,47,116,92,5,0
145,45,0.22,2.7,5,93,9,4,0.8,112,9,10,280,41,94,133,22,55,118,98,11,0
103,17,0.38,5.3,7,83,5,5,0.9,119,6,8,240,50,47,256,32,33,104,87,17,0
441,36,0.46,2.2,2,57,7,2,0.9,121,6,10,342,39,76,351,24,58,87,73,5,0
889,39,0.36,2.8,2,101,4,3,0.7,112,11,9,296,44,22,247,25,25,96,70,10,0
233,14,0.25,2.7,7,58,4,4,0.5,77,12,9,340,15,88,325,25,58,86,70,15,0
752,17,0.26,5.9,2,39,7,5,0.6,113,8,8,380,29,71,195,33,30,111,40,16,0
368,18,0.24,4.4,5,105,8,4,0.7,128,14,9,172,37,53,305,15,43,84,60,8,0
265,11,0.12,2.8,5,39,8,2,0.6,118,15,8,187,46,27,397,25,26,132,67,17,0
859,40,0.44,2.2,6,117,7,5,0.9,75,11,5,195,10,42,118,31,38,97,60,8,0
552,32,0.42,3.9,2,94,6,4,0.7,149,9,9,328,19,62,373,20,39,146,77,11,0
664,29,0.26,2.9,2,37,6,2,1,141,10,8,388,25,92,443,33,43,82,92,10,0
822,33,0.43,5,5,68,10,5,0.7,120,5,5,152,25,76,165,20,41,132,91,11,0
537,18,0.29,5.6,5,59,10,3,0.5,47,11,9,88,10,80,427,24,30,74,76,6,0
674,38,0.49,5.4,7,95,9,2,1,141,12,9,287,32,26,192,17,59,64,92,6,0
109,48,0.41,4.4,6,68,5,3,0.9,136,11,9,182,20,75,122,30,50,109,100,13,0
214,43,0.45,3.1,5,119,5,3,0.6,55,6,10,355,15,63,154,28,26,115,55,6,0
177,31,0.28,5.2,7,60,7,3,0.6,131,9,6,93,40,20,196,35,54,139,88,5,0
807,21,0.43,3.4,3,35,10,2,0.6,106,11,7,324,46,88,326,23,43,134,98,11,0
252,29,0.4,4.5,6,105,6,4,0.7,119,6,7,281,33,61,129,23,59,142,75,9,0
658,11,0.38,4.7,2,90,7,3,1,144,6,10,379,50,92,182,19,51,143,43,10,0
136,17,0.36,3,3,102,6,4,0.7,106,12,6,289,44,90,427,24,39,60,88,5,0
954,24,0.48,5.7,4,92,10,5,0.6,113,12,8,399,23,60,405,23,51,144,79,18,0
478,18,0.4,2.3,2,72,4,5,0.7,149,11,8,334,19,98,345,25,54,61,61,9,0
696,19,0.45,2.6,4,78,9,3,0.9,62,14,6,159,18,59,330,26,33,136,99,11,0
665,24,0.17,4.2,3,95,9,2,0.6,89,11,9,385,10,31,376,33,42,76,93,20,0
251,29,0.45,3.4,6,63,6,5,0.9,94,14,6,96,39,91,420,18,27,110,89,9,0
540,18,0.17,3.4,5,52,4,4,0.7,63,8,5,109,50,30,265,15,39,60,92,13,0
230,23,0.2,4.7,4,45,5,2,0.8,138,14,8,272,40,53,322,21,48,65,58,5,0
142,18,0.14,4.8,3,101,9,2,0.6,142,6,10,218,38,61,158,25,39,144,68,17,0
415,15,0.45,4.5,5,45,6,3,0.7,143,6,8,202,28,36,131,32,35,103,90,6,0
473,37,0.23,3.2,5,101,4,5,0.7,113,5,5,366,42,83,189,31,33,89,89,20,0
915,17,0.12,3.4,3,34,9,4,0.9,69,14,8,239,18,49,318,28,36,99,43,17,0
981,14,0.16,4.6,2,38,10,2,0.6,136,13,8,159,14,29,270,22,47,138,56,17,0
140,11,0.31,5.8,3,97,10,4,0.7,136,15,6,345,18,90,328,17,33,66,89,14,0
466,40,0.3,2.4,3,90,6,2,0.7,130,14,6,156,33,43,177,26,38,113,53,19,0
315,37,0.21,2.8,2,65,5,5,0.8,122,13,10,207,41,57,116,16,25,65,76,15,0
798,12,0.18,2.9,6,89,8,4,0.9,88,8,5,383,12,44,246,27,39,76,88,14,0
355,22,0.17,2.3,6,51,7,5,0.6,97,15,10,298,20,87,367,19,47,150,66,9,0
782,16,0.12,5.6,4,106,8,5,0.5,72,14,9,198,34,48,184,28,29,60,77,12,0
205,12,0.1,4.4,2,41,6,3,0.8,47,12,10,380,32,55,165,28,35,138,49,9,0
462,42,0.24,5.1,5,118,8,3,0.5,104,8,8,143,45,65,377,27,28,92,100,11,0
898,47,0.24,4.7,7,59,10,5,0.9,123,14,8,286,11,52,424,35,38,116,49,7,0
673,13,0.35,4.7,4,43,5,3,0.7,93,10,9,201,16,36,355,21,54,82,90,5,0
995,40,0.23,5.3,3,45,6,3,0.5,87,7,7,356,39,32,418,31,43,88,87,9,0
516,17,0.14,5,7,50,8,5,0.5,92,12,5,340,29,30,397,19,48,70,87,9,0
735,26,0.41,4.5,2,79,10,5,0.7,133,8,8,338,45,74,110,27,36,68,78,13,0
